section,object,material,decoration,count,number,measure,type of object,position,action,occasion ,personnel,deity,time,day,month,text,additional
2,torch,,,1,"plural, unspecified",,fire,,light from the Torch of Papsukkal and carry to the Tiranna,not specified,shangu priests of Tiranna,,,16,Tebetu,TU 41 ,
2,torch,,,1,"plural, unspecified",,fire,,light from the Torch of Papsukkal and carry to their temples,not specified,temple enterers of all the temples,,,16,Tebetu,TU 41 ,
2,brushwood pile,,,1,"plural, unspecified",,fire,at the gates of the temples,kindled ,proper functioning of the temple ceremony,shangu priests; temple enterers,,,16,Tebetu,TU 41 ,
2,water from the holy water basin,,,1,1,,water,,exstinguish the Torch of Papsukkal ,not specified,exorcist,,,16,Tebetu,TU 41 ,
2,fine beer,,,1,1,,beer,,exstinguish the Torch of Papsukkal ,not specified,exorcist,,,16,Tebetu,TU 41 ,
2,milk,,,1,1,,milk,,exstinguish the Torch of Papsukkal ,not specified,exorcist,,,16,Tebetu,TU 41 ,
2,wine ,,,1,1,,wine,,exstinguish the Torch of Papsukkal ,not specified,exorcist,,,16,Tebetu,TU 41 ,
2,oil,,,1,1,,oil,,exstinguish the Torch of Papsukkal ,not specified,exorcist,,,16,Tebetu,TU 41 ,
2,brushwood pile,,,1,"plural, unspecified",,fire,in their homes,kindled,not specified,people of the land,,,16,Tebetu,TU 41 ,
2,brushwood pile,,,1,"plural, unspecified",,fire,in the streets,kindled,not specified,city guardians,,,16,Tebetu,TU 41 ,
2,brushwood pile,,,1,1,,fire,at the crossroads,kindled,not specified,city guardians,,,16,Tebetu,TU 41 ,
2,standards,,,1,"plural, unspecified",,symbol,on the right side of the city gate,placed,not specified,city guardians,,,16,Tebetu,TU 41 ,
2,standards,,,1,"plural, unspecified",,symbol,on the left side of the city gate,placed,not specified,city guardians,,,16,Tebetu,TU 41 ,
2,brushwood pile,,,1,"plural, unspecified",,fire,at the city gates,kindled,not specified,city guardians,,,16,Tebetu,TU 41 ,
3,censer,gold,,1,"plural, unspecified",,censer,,filled,not specified,priest,Anu; Antu; all the other gods,40 minutes after sunrise,17,Tebetu,TU 41 ,
3,censer,gold,,1,"plural, unspecified",,censer,,filled,not specified,priest,Anu; Antu; all the other gods,40 minutes after sunrise,17,Tebetu,TU 41 ,
1,black bull,,,1,1,,animal ,,taken and inspected,,priest; knowledgeable expert,,,favorable day,auspicious month,TU 44,"ungelded, with horns and hooves intact, with a body black as pitch, untouched by the whip"
2,pure water,,,1,1,,water,,sprinkle ,,priest,,,favorable day,auspicious month,TU 44,
2,brick,,,1,1,,brick,left side of the door of the workshop,place on the left side,,priest,,,favorable day,auspicious month,TU 44,
2,brick,,,1,1,,brick,right side of the door of the workshop,place on the right side,,priest,,,favorable day,auspicious month,TU 44,
2,black bull,,,1,1,,livestock,,make to enter the workshop,,priest,,,favorable day,auspicious month,TU 44,
2,reed mat,,,1,1,,furniture,,lay down in the workshop,,priest,,,favorable day,auspicious month,TU 44,
2,sand,,,1,1,,sand,surrounding the reed mat,surround the reed mat,,priest,,,favorable day,auspicious month,TU 44,
2,black bull,,,1,1,,livestock,on the reed mat,make to stand on the reed mat,,priest,,,favorable day,auspicious month,TU 44,
2,rope,goat hair,,1,1,,rope,,tie the legs of the bull,,priest,,,favorable day,auspicious month,TU 44,
2,fine mixed beer,,,1,1,,beer,,place in front of the bull,,priest,,,favorable day,auspicious month,TU 44,
2,uppu drum,bronze,,1,1,,drum,,fill with fine mixed beer,,priest,,,favorable day,auspicious month,TU 44,
2,holy water basin,,,1,1,,vessel,,set up,,priest,Kusu,,favorable day,auspicious month,TU 44,
2,holy water basin,,,1,1,,vessel,,set up,,priest,Ningirim,,favorable day,auspicious month,TU 44,
2,adakurru container,,,1,1,,vessel,,set up,,priest,[text damaged],,favorable day,auspicious month,TU 44,
2,mashqu vessel,,,1,1,,vessel,,set up,,priest,[text damaged],,favorable day,auspicious month,TU 44,
2,holy water basin,,,1,1,,vessel,,set up,,priest,[text damaged],,favorable day,auspicious month,TU 44,
2,censer,,,1,1,,censer,,consecrate the bull,,priest,[text damaged],,favorable day,auspicious month,TU 44,
2,torch,,,1,1,,fire,,consecrate the bull,,priest,[text damaged],,favorable day,auspicious month,TU 44,
2,brick,,,1,12,,furniture,,lay down,,priest,twelve gods,,favorable day,auspicious month,TU 44,
3,cloth ,linen,,1,12,,textile,on the bricks,lay down,,priest,twelve gods,,favorable day,auspicious month,TU 44,
3,water from the holy water basin,,,1,1,,water,,lift up,,priest,,,favorable day,auspicious month,TU 44,
3,holy water basin,,,1,1,,vessel,,take water from,,priest,Ningirim,,favorable day,auspicious month,TU 44,
3,ritual accoutrements,,,1,"plural, unspecified",,assemblage,,purify with water from the holy water basin of Ningirim,,priest,,,favorable day,auspicious month,TU 44,
3,offering table,,,1,12,,furniture,,set up,,priest,twelve gods,,favorable day,auspicious month,TU 44,
3,barley seed,,,1,"plural, unspecified",,seed,,scatter,,priest,twelve gods,,favorable day,auspicious month,TU 44,
3,kettledrum,,,1,1,,drum,,set up,,priest,,,favorable day,auspicious month,TU 44,
3,brick,,,1,1,,furniture,,lay down,,priest,Lumha,,favorable day,auspicious month,TU 44,
3,offering table,,,1,1,,furniture,,set up,,priest,Lumha,,favorable day,auspicious month,TU 44,
3,holy water basin,,,1,1,,vessel,,set up,,priest,Lumha,,favorable day,auspicious month,TU 44,
3,curtains,,,1,1,,furniture,,draw shut,,priest,twelve gods,,favorable day,auspicious month,TU 44,
3,black bull,,,1,1,,livestock,,perform washing of the mouth ceremony,,priest,,,favorable day,auspicious month,TU 44,
3,sweet reed tube,,,1,1,,plant,,whisper in the bull's right ear,,priest,,,favorable day,auspicious month,TU 44,
3,sweet reed tube,,,1,1,,plant,,whisper in the bull's left ear,,priest,,,favorable day,auspicious month,TU 44,
3,balsam,cedar,,1,1,,aromatic,,sprinkle the bull,,priest,,,favorable day,auspicious month,TU 44,
3,censer,,,1,1,,censer,,consecrate the bull,,priest,,,favorable day,auspicious month,TU 44,
3,torch,,,1,1,,fire,,consecrate the bull,,priest,,,favorable day,auspicious month,TU 44,
3,magic circle,flour,,1,1,,flour,,surround the bull,,priest,,,favorable day,auspicious month,TU 44,
3,halhallatu drum,bronze,,1,1,,drum,,accompany the ershemakku lamentation,,priest,,,favorable day,auspicious month,TU 44,
3,bull,,,1,1,,animal ,,cut open,,priest,,,favorable day,auspicious month,TU 44,
3,balsam,cedar,,1,1,,aromatic,,kindle,,priest,,,favorable day,auspicious month,TU 44,
3,heart of the bull,,,1,1,,animal ,,burn,,priest,,,favorable day,auspicious month,TU 44,
3,cedar,,,1,1,,aromatic,,burn with the bull's heart,,priest,,,favorable day,auspicious month,TU 44,
3,juniper,,,1,1,,aromatic,,burn with the bull's heart,,priest,,,favorable day,auspicious month,TU 44,
3,mashatu flour,,,1,1,,flour,,burn with the bull's heart,,priest,,,favorable day,auspicious month,TU 44,
3,sinew of the left thigh,,,1,1,,animal ,,remove from the left thigh,,priest,,,favorable day,auspicious month,TU 44,
3,carcass of the bull,,,1,1,,animal ,,bury,,priest,,,favorable day,auspicious month,TU 44,
3,red cloth,,,1,1,,textile,,wrap the body of the bull in,,priest,,,favorable day,auspicious month,TU 44,
3,ordinary oil,,,1,1,,oil,,pour on the body of the bull,,priest,,,favorable day,auspicious month,TU 44,
3,face of the bull,,,1,1,,animal ,,turn towards the West,,priest,,,favorable day,auspicious month,TU 44,
3,hide of the bull,,,1,1,,animal ,,soak in mixture,,priest,,,favorable day,auspicious month,TU 44,
3,isququ flour,pure grain,,1,1,,flour,,soak the hide of the bull,,priest,,,favorable day,auspicious month,TU 44,
3,water,,,1,1,,water,,soak the hide of the bull,,priest,,,favorable day,auspicious month,TU 44,
3,first quality beer,,,1,1,,beer,,soak the hide of the bull,,priest,,,favorable day,auspicious month,TU 44,
3,wine,,,1,1,,wine,,soak the hide of the bull,,priest,,,favorable day,auspicious month,TU 44,
3,ghee from a pure cow,,,1,1,,ghee,,steep the hide of the bull,,priest,,,favorable day,auspicious month,TU 44,
3,aromatics,from their vegetables,,1,1,,aromatic,,steep the hide of the bull,,priest,,,favorable day,auspicious month,TU 44,
3,malt flour,,,1,4,,flour,,steep the hide of the bull,,priest,,,favorable day,auspicious month,TU 44,
3,biqtu flour,,,1,4,,flour,,steep the hide of the bull,,priest,,,favorable day,auspicious month,TU 44,
3,madder,,,1,1,,plant,,steep the hide of the bull,,priest,,,favorable day,auspicious month,TU 44,
3,alum from Hattu,,,1,1,,salt,,steep the hide of the bull,,priest,,,favorable day,auspicious month,TU 44,
3,kettledrum,bronze,,1,1,,drum,,covered with the prepared hide of the bull,,priest,,,favorable day,auspicious month,TU 44,
3,rope,linen,,1,1,,rope,,pull taught the hide over the drum,,priest,,,favorable day,auspicious month,TU 44,
3,peg,sissoowood,,1,"plural, unspecified",,peg,,paint with pure paint,,priest,,,favorable day,auspicious month,TU 44,
3,peg,boxwood,,1,"plural, unspecified",,peg,,paint with pure paint,,priest,,,favorable day,auspicious month,TU 44,
3,peg,cedar,,1,"plural, unspecified",,peg,,paint with pure paint,,priest,,,favorable day,auspicious month,TU 44,
3,peg,ebony,,1,"plural, unspecified",,peg,,paint with pure paint,,priest,,,favorable day,auspicious month,TU 44,
3,peg,martu wood,,1,"plural, unspecified",,peg,,paint with pure paint,,priest,,,favorable day,auspicious month,TU 44,
3,pure paint,,,1,1,,paint,,paint the wooden pegs,,priest,,,favorable day,auspicious month,TU 44,
3,sinew of the left thigh,,,1,1,,animal ,,fasten the opening of the bronze kettledrum,,priest,,,favorable day,auspicious month,TU 44,
3,rope,linen,,1,1,,rope,,loosen,,priest,,,favorable day,auspicious month,TU 44,
3,rope,linen,,1,1,,rope,,lay on the tie,,priest,,,favorable day,auspicious month,TU 44,
3,remainder of the bull's hide,,,1,1,,animal ,,bury,,priest,,,favorable day,auspicious month,TU 44,
3,offering accoutrement ,,,1,1,,assemblage,,arrange,,priest,Lumha,,favorable day,auspicious month,TU 44,
7,kettledrum,bronze,,1,1,,drum,,bring before Shamash,,priest,Shamash,,favorable day,auspicious month,TU 44,
7,offering accoutrement,,,1,"plural, unspecified",,assemblage,,"arrange before Ea, Shamash, Marduk, Lumha, and the divine kettledrum",,priest,Ea; Shamash; Marduk; Lumha; divine kettledrum,,favorable day,auspicious month,TU 44,
7,censer,,,1,1,,censer,,consecrate the kettledrum,,priest,,,favorable day,auspicious month,TU 44,
7,torch,,,1,1,,fire,,consecrate (the kettledrum),,priest,,,favorable day,auspicious month,TU 44,
7,water from the holy water basin,,,1,1,,water,,purify (the kettledrum),,priest,,,favorable day,auspicious month,TU 44,
7,holy water basin,,,1,1,,vessel,,take water from,,priest,,,favorable day,auspicious month,TU 44,
7,ghee ,,,1,1,,ghee,,anoint the kettledrum,,priest,,,favorable day,auspicious month,TU 44,
7,pressed oil,,,1,1,,oil,,anoint the kettledrum,,priest,,,favorable day,auspicious month,TU 44,
7,offering accoutrement,,,1,1,,assemblage,,clear away,,priest,,,favorable day,auspicious month,TU 44,
7,censer,,,1,1,,censer,,consecrate the kettledrum,,priest,,,favorable day,auspicious month,TU 44,
7,torch,,,1,1,,fire,,consecrate the kettledrum,,priest,,,favorable day,auspicious month,TU 44,
7,kettledrum,bronze,,1,1,,drum,,lead before the gods,,priest,,,favorable day,auspicious month,TU 44,
7,kettledrum,bronze,,1,1,,drum,,set up on a bed of barley seed,,priest,,,favorable day,auspicious month,TU 44,
7,barley seed,,,1,"plural, unspecified",,seed,,set up the kettledrum on,,priest,,,favorable day,auspicious month,TU 44,
10,kettledrum,bronze,,1,1,,drum,,,,[priest?],,,favorable day,auspicious month,TU 44,
10,cyprus,,,1,1,0.5 mina,wood,,,,[priest?],,,favorable day,auspicious month,TU 44,
10,myrte,,,1,1,0.5 mina,wood,,,,[priest?],,,favorable day,auspicious month,TU 44,
10,boxwood,,,1,1,0.5 mina,wood,,,,[priest?],,,favorable day,auspicious month,TU 44,
10,sweet reed ,,,1,1,0.5 mina,plant,,,,[priest?],,,favorable day,auspicious month,TU 44,
10,ladnu aromatic,,,1,"plural, unspecified",,aromatic,,,,[priest?],,,favorable day,auspicious month,TU 44,
10,qunnabu aromatic,,,1,1,10 shekel,aromatic,,,,[priest?],,,favorable day,auspicious month,TU 44,
10,cassia,,,1,1,,aromatic (?),,,,[priest?],,,favorable day,auspicious month,TU 44,
10,kanaktu tree,,,1,"plural, unspecified",,aromatic (?),,,,[priest?],,,favorable day,auspicious month,TU 44,
10,pressed oil,,,1,2,2 litres,oil,,,,[priest?],,,favorable day,auspicious month,TU 44,
10,wine,,,1,2,2 litres,wine,,,,[priest?],,,favorable day,auspicious month,TU 44,
10,bitqu flour,,,1,1,,flour,,,,[priest?],,,favorable day,auspicious month,TU 44,
10,malt flour,,,1,4,4 litres,flour,,,,[priest?],,,favorable day,auspicious month,TU 44,
10,balsam,cedar,,1,1,0.5 litres,aromatic,,,,[priest?],,,favorable day,auspicious month,TU 44,
10,asusimtu plant,,,1,1,,plant,,,,[priest?],,,favorable day,auspicious month,TU 44,
10,shindu coloring matter,,,1,1,,paint,,,,[priest?],,,favorable day,auspicious month,TU 44,
10,wrappings for the pegs,,,1,"plural, unspecified",,textile,,,,[priest?],,,favorable day,auspicious month,TU 44,
11,white cloth,,,1,1,,textile,,,,[priest?],,,favorable day,auspicious month,TU 44,
11,red cloth,,,1,1,,textile,,,,[priest?],,,favorable day,auspicious month,TU 44,
11,blue wool,,,1,"plural, unspecified",7 mina,textile,,,,[priest?],,,favorable day,auspicious month,TU 44,
11,barley ,,,1,"plural, unspecified",2 kor 4 panu,plant,,,,[priest?],,,favorable day,auspicious month,TU 44,
11,barley seed,,,1,"plural, unspecified",1 panu,seed,,,,[priest?],,,favorable day,auspicious month,TU 44,
11,salt,,,1,1,,salt,,,,[priest?],,,favorable day,auspicious month,TU 44,
11,juniper,,,1,1,,plant,,,,[priest?],,,favorable day,auspicious month,TU 44,
11,regular offering,,,1,1,,assemblage,,,,[priest?],,,favorable day,auspicious month,TU 44,
11,alum from the land of Hattu,,,1,1,,animal ,,,,[priest?],,,favorable day,auspicious month,TU 44,
11,white paint,,,1,1,1 mina,paint,,,,[priest?],,,favorable day,auspicious month,TU 44,
11,peg,sissoowood,,1,3,,peg,,,,[priest?],,,favorable day,auspicious month,TU 44,
11,peg,ebony,,1,3,,peg,,,,[priest?],,,favorable day,auspicious month,TU 44,
11,peg,tamarisk,,1,3,,peg,,,,[priest?],,,favorable day,auspicious month,TU 44,
11,peg,martu wood,,1,"plural, unspecified",,peg,,,,[priest?],,,favorable day,auspicious month,TU 44,
11,rope,linen,,1,10,10 cubits,rope,,,,[priest?],,,favorable day,auspicious month,TU 44,
11,rope,linen,,1,1,100 cubits,rope,,,,[priest?],,,favorable day,auspicious month,TU 44,
11,rope,goat hair,,1,10,4 cubits,rope,,use one to tie the bull,,[priest?],,,favorable day,auspicious month,TU 44,
11,suhattu cloth,,,1,1,,textile,,,,[priest?],,,favorable day,auspicious month,TU 44,
11,cover,,,1,1,,textile,,,,[priest?],,,favorable day,auspicious month,TU 44,
12,holy water basin,,,1,4,,vessel,,,,potter,,,favorable day,auspicious month,TU 44,utensils of the potter
12,kanduru container,,,1,4,,vessel,,,,potter,,,favorable day,auspicious month,TU 44,utensils of the potter
12,sahharu bowl,,,1,4,,vessel,,,,potter,,,favorable day,auspicious month,TU 44,utensils of the potter
12,adakurru container,,,1,24,,vessel,,,,potter,,,favorable day,auspicious month,TU 44,utensils of the potter
12,habu jug,,,1,24,,vessel,,,,potter,,,favorable day,auspicious month,TU 44,utensils of the potter
12,malitu bow,,,1,120,,vessel,,,,potter,,,favorable day,auspicious month,TU 44,utensils of the potter
12,bagurru scoop,,,1,300,,vessel,,,,potter,,,favorable day,auspicious month,TU 44,utensils of the potter
12,censer,,,1,60,,censer,,,,potter,,,favorable day,auspicious month,TU 44,utensils of the potter
12,gazelle shaped vessel,,,1,5,,vessel,,,,potter,,,favorable day,auspicious month,TU 44,utensils of the potter
12,agannu bowl,,,1,6,,vessel,,,,potter,,,favorable day,auspicious month,TU 44,utensils of the potter
12,nesepu container,,,1,6,,vessel,,,,potter,,,favorable day,auspicious month,TU 44,utensils of the potter
12,sindu container,,,1,2,,vessel,,,,potter,,,favorable day,auspicious month,TU 44,utensils of the potter
12,namharu vat,,,1,2,,vessel,,,,potter,,,favorable day,auspicious month,TU 44,utensils of the potter
12,kummu,,,1,1,,unclear,,,,carpenter,,,favorable day,auspicious month,TU 44,utensils of the carpenter
12,nail,iron,,1,4,,nail,,,,carpenter,,,favorable day,auspicious month,TU 44,utensils of the carpenter
12,wood for pegs,,,1,"plural, unspecified",,wood,,,,carpenter,,,favorable day,auspicious month,TU 44,utensils of the carpenter
12,offering table,,,1,24,,furniture,,,,reed-worker,,,favorable day,auspicious month,TU 44,utensils of the reed-worker
12,reed basket,,,1,24,,vessel,,,,reed-worker,,,favorable day,auspicious month,TU 44,utensils of the reed-worker
12,hand basket,,,1,5,,vessel,,,,reed-worker,,,favorable day,auspicious month,TU 44,utensils of the reed-worker
12,reed mat,,,1,3,,furniture,,,,reed-worker,,,favorable day,auspicious month,TU 44,utensils of the reed-worker
12,reed cover,,,1,3,,furniture,,,,reed-worker,,,favorable day,auspicious month,TU 44,utensils of the reed-worker
1,kettledrum,,,1,1,,drum,,,,priest,,,favorable day,auspicious month,Bagh. Mitt. Beih. 2 no. 5,ungelded; whose horns and hooves are intact; whose hide consists only of black hair
1,black bull,,,1,1,,livestock,,,,knowledgeable expert,,,favorable day,auspicious month,Bagh. Mitt. Beih. 2 no. 5,
1,black bull,,,1,1,,livestock,,make to enter the workshop,,priest,,,favorable day,auspicious month,Bagh. Mitt. Beih. 2 no. 5,
1,pure water,,,1,1,,water,,sprinkle the ground,,priest,,,favorable day,auspicious month,Bagh. Mitt. Beih. 2 no. 5,
1,brick,,,1,12,,brick,,set up,,priest,twelve gods,,favorable day,auspicious month,Bagh. Mitt. Beih. 2 no. 5,
1,cloth ,linen,,1,12,,textile,,lay down on the bricks,,priest,twelve gods,,favorable day,auspicious month,Bagh. Mitt. Beih. 2 no. 5,
1,heap of flour,,,1,7,,flour,,scatter,,priest,sons of Enmesharra,,favorable day,auspicious month,Bagh. Mitt. Beih. 2 no. 5,represent the sons of Enmesharra
1,offering table,,,1,12,,furniture,,set up,,priest,twelve gods,,favorable day,auspicious month,Bagh. Mitt. Beih. 2 no. 5,
1,red wool,,,1,1,,textile,,,,priest,twelve gods,,favorable day,auspicious month,Bagh. Mitt. Beih. 2 no. 5,
1,blue wool,,,1,1,,textile,,,,priest,twelve gods,,favorable day,auspicious month,Bagh. Mitt. Beih. 2 no. 5,
1,holy water basin,,,1,1,,vessel,,set up ,,priest,twelve gods,,favorable day,auspicious month,Bagh. Mitt. Beih. 2 no. 5,
1,reed mat,,,1,1,,furniture,,lay down,,priest,,,favorable day,auspicious month,Bagh. Mitt. Beih. 2 no. 5,
1,sand,,,1,1,,sand,below the reed mat,heap up,,priest,,,favorable day,auspicious month,Bagh. Mitt. Beih. 2 no. 5,
1,sand,,,1,1,,sand,on the sides of the reed mat,surround the reed mat,,priest,,,favorable day,auspicious month,Bagh. Mitt. Beih. 2 no. 5,
1,black bull,,,1,1,,livestock,on the reed mat,make to stand on the reed mat,,priest,,,favorable day,auspicious month,Bagh. Mitt. Beih. 2 no. 5,
2,water from the holy water basin,,,1,1,,water,,sprinkle the bull,,priest,,,favorable day,auspicious month,Bagh. Mitt. Beih. 2 no. 5,
2,holy water basin,,,1,1,,vessel,,take water from,,priest,,,favorable day,auspicious month,Bagh. Mitt. Beih. 2 no. 5,
2,magic circle,flour,,1,1,,flour,,surround the bull,,priest,,,favorable day,auspicious month,Bagh. Mitt. Beih. 2 no. 5,
2,brick,,,1,1,,brick,in front of the bull,place in front of the bull,,priest,,,favorable day,auspicious month,Bagh. Mitt. Beih. 2 no. 5,
2,censer,,,1,1,,censer,,fill with juniper,,priest,,,favorable day,auspicious month,Bagh. Mitt. Beih. 2 no. 5,
2,juniper,,,1,1,,aromatic,,scatter,,priest,,,favorable day,auspicious month,Bagh. Mitt. Beih. 2 no. 5,
2,sweet reed tube,,,1,1,,plant,at the bull's right ear,whisper in the bull's right ear,,priest,,,favorable day,auspicious month,Bagh. Mitt. Beih. 2 no. 5,
2,sweet reed tube,,,1,1,,plant,at the bull's left ear,whisper in the bull's left ear,,priest,,,favorable day,auspicious month,Bagh. Mitt. Beih. 2 no. 5,
2,balsam,cedar,,1,1,,aromatic,,sprinkle the bronze kettledrum,,priest,,,favorable day,auspicious month,Bagh. Mitt. Beih. 2 no. 5,
2,kettledrum,bronze,,1,1,,drum,,sprinkled with cedar balsam,,priest,,,favorable day,auspicious month,Bagh. Mitt. Beih. 2 no. 5,
2,black bull,,,1,1,,livestock,,cut open,,priest,,,favorable day,auspicious month,Bagh. Mitt. Beih. 2 no. 5,
2,heart of the bull,,,1,1,,animal ,in front of the kettledrum,scatter in front of the kettledrum,,priest,,,favorable day,auspicious month,Bagh. Mitt. Beih. 2 no. 5,
2,juniper,,,1,1,,aromatic,in front of the kettledrum,scatter with the heart,,priest,,,favorable day,auspicious month,Bagh. Mitt. Beih. 2 no. 5,
2,kettledrum,bronze,,1,1,,drum,,heart of the bull and juniper scattered in front of it,,priest,,,favorable day,auspicious month,Bagh. Mitt. Beih. 2 no. 5,
2,holy water basin,,,1,1,,vessel,,lift up,,priest,,,favorable day,auspicious month,Bagh. Mitt. Beih. 2 no. 5,
2,curtains,,,1,"plural, unspecified",,furniture,,loosen,,priest,,,favorable day,auspicious month,Bagh. Mitt. Beih. 2 no. 5,
2,hide of the bull,,,1,1,,animal ,,"soaked in isququ flour of pure grain, water, beer, and first quality wine",,priest,,,favorable day,auspicious month,Bagh. Mitt. Beih. 2 no. 5,
2,isququ flour,pure grain,,1,1,,flour,,soak the hide of the bull,,priest,,,favorable day,auspicious month,Bagh. Mitt. Beih. 2 no. 5,
2,water,,,1,1,,water,,soak the hide of the bull,,priest,,,favorable day,auspicious month,Bagh. Mitt. Beih. 2 no. 5,
2,beer,,,1,1,,beer,,soak the hide of the bull,,priest,,,favorable day,auspicious month,Bagh. Mitt. Beih. 2 no. 5,
2,first-quality wine,,,1,1,,wine,,soak the hide of the bull,,priest,,,favorable day,auspicious month,Bagh. Mitt. Beih. 2 no. 5,
2,hide of the bull,,,1,1,,animal ,,"steep in ghee from a pure cow, alum from Hattu and madder",,priest,,,favorable day,auspicious month,Bagh. Mitt. Beih. 2 no. 5,
2,ghee from a pure cow,,,1,1,,ghee,,steep the hide of the bull,,priest,,,favorable day,auspicious month,Bagh. Mitt. Beih. 2 no. 5,
2,alum from Hattu,,,1,1,,salt,,steep the hide of the bull,,priest,,,favorable day,auspicious month,Bagh. Mitt. Beih. 2 no. 5,
2,madder,,,1,1,,plant,,steep the hide of the bull,,priest,,,favorable day,auspicious month,Bagh. Mitt. Beih. 2 no. 5,
2,hide of the bull,,,1,1,,animal ,,cover the bronze kettledrum,,priest,,,favorable day,auspicious month,Bagh. Mitt. Beih. 2 no. 5,
2,kettledrum,bronze,,1,1,,drum,,covered with the prepared hide of the bull,,priest,,,favorable day,auspicious month,Bagh. Mitt. Beih. 2 no. 5,
2,sinew of the left thigh,,,1,1,,animal ,,fasten the opening of the bronze kettledrum,,priest,,,favorable day,auspicious month,Bagh. Mitt. Beih. 2 no. 5,
2,pegs,,,1,"plural, unspecified",,peg,,wrap in acorn-shape,,priest,,,favorable day,auspicious month,Bagh. Mitt. Beih. 2 no. 5,
2,paint,,,1,1,,paint,,soak the wooden pegs,,priest,,,favorable day,auspicious month,Bagh. Mitt. Beih. 2 no. 5,
2,pure oil,,,1,1,,oil,,smear the wooden pegs,,priest,,,favorable day,auspicious month,Bagh. Mitt. Beih. 2 no. 5,
2,pegs,,,1,"plural, unspecified",,peg,,place back on the kettledrum,,priest,,,favorable day,auspicious month,Bagh. Mitt. Beih. 2 no. 5,
2,meat of the bull,,,1,1,,animal ,,wrap in red cloth,,priest,,,favorable day,auspicious month,Bagh. Mitt. Beih. 2 no. 5,
2,red cloth,,,1,1,,textile,,wrap the meat of the bull,,priest,,,favorable day,auspicious month,Bagh. Mitt. Beih. 2 no. 5,
2,ordinary oil,,,1,1,,oil,,pour over wrapped meat,,priest,,,favorable day,auspicious month,Bagh. Mitt. Beih. 2 no. 5,
2,meat of the bull,,,1,1,,animal ,,bury with its face pointing west,,priest,,,favorable day,auspicious month,Bagh. Mitt. Beih. 2 no. 5,
2,remainder of the bull's hide,,,1,1,,animal ,,bury with the meat,,priest,,,favorable day,auspicious month,Bagh. Mitt. Beih. 2 no. 5,
1,offering table,,,1,3,,furniture,,arrange,,lamentation priest,god of the temple; goddess of the temple; lamassu of the temple,night,favorable day,auspicious month,TU 45,
1,brushwood pile ,,,1,1,,fire,,set up ,,lamentation priest,Ea; Marduk,night,favorable day,auspicious month,TU 45,
1,pure water,,,1,1,,water,roof of the temple,sprinkle ,,lamentation priest,,morning,favorable day,auspicious month,TU 45,
1,offering table,,,1,3,,furniture,roof of the temple,arrange,,lamentation priest,Ea; Shamash; Marduk,morning,favorable day,auspicious month,TU 45,
1,barley seed,,,1,"plural, unspecified",,seed,roof of the temple,scatter,,lamentation priest,Ea; Shamash; Marduk,morning,favorable day,auspicious month,TU 45,
1,juniper,,,1,1,,aromatic,roof of the temple,fill censer,,lamentation priest,Ea; Shamash; Marduk,morning,favorable day,auspicious month,TU 45,
1,censer,,,1,1,,censer,roof of the temple,set up ,,lamentation priest,Ea; Shamash; Marduk,morning,favorable day,auspicious month,TU 45,
1,holy water basin,,,1,1,,vessel,roof of the temple,set up ,,lamentation priest,,morning,favorable day,auspicious month,TU 45,
1,curtain,,,1,"plural, unspecified",,furniture,roof of the temple,draw shut,,lamentation priest,,morning,favorable day,auspicious month,TU 45,
1,holy water basin,,,1,1,,vessel,roof of the temple,lift up,,lamentation priest,,morning,favorable day,auspicious month,TU 45,
1,curtain,,,1,"plural, unspecified",,furniture,roof of the temple,loosen,,lamentation priest,,morning,favorable day,auspicious month,TU 45,
4,offering accoutrement,,,1,"plural, unspecified",,assemblage,,set up ,,lamentation priest,the king's god; the king's goddess,day,favorable day,auspicious month,TU 45,
5,offering table,,,1,3,,furniture,,arrange,,lamentation priest,Anu; Enlil; Ea,morning,favorable day,auspicious month,TU 45,
5,king's hair,,,1,"plural, unspecified",,hair,,cut off and gather,,lamentation priest; barber,,morning,favorable day,auspicious month,TU 45,
5,lahannu bottle,,,1,1,,vessel,,hold king's hair,,lamentation priest,,morning,favorable day,auspicious month,TU 45,
5,lahannu bottle,,,1,1,,vessel,,send off to the enemy's border,,lamentation priest,,morning,favorable day,auspicious month,TU 45,
5,hem of the king,,,1,1,,textile,,perform taqribtu-lamentations and ershemshahungu-prayers over it,,lamentation priest,,morning,favorable day,auspicious month,TU 45,
9,offering table,,,1,3,,furniture,"in front of the goddess of the city, the god of the city, and the lamassu of the city",set up ,,lamentation priest,god of the city; goddess of the city; lamassu of the city,day,favorable day,auspicious month,TU 45,
9,brushwood pile ,,,1,1,,fire,"in front of the goddess of the city, the god of the city, and the lamassu of the city",kindle,,lamentation priest,,day,favorable day,auspicious month,TU 45,
9,hem of the king,,,1,1,,textile,"in front of the goddess of the city, the god of the city, and the lamassu of the city",perform taqribtu-lamentations and ershemshahungu-prayers over it,,lamentation priest,,day,favorable day,auspicious month,TU 45,
10,pure water,,,1,1,,water,"in the open country or on the bank of a river, a place where no one sets foot",sprinkle the ground,,lamentation priest,,morning,favorable day,auspicious month,TU 45,
10,offering table,,,1,3,,furniture,"in the open country or on the bank of a river, a place where no one sets foot",arrange,,lamentation priest,Anu; Enlil; Ea,morning,favorable day,auspicious month,TU 45,
