section,offering,utensil,material,decoration,count,number,quantity,measurement,type of substance,position,occasion,personnel,deity,time,day,month,text,additional
1,shoulder,,,,1,1,,,meat,roof of the temple,,lamentation priest,Ea; Shamash; Marduk,morning,favorable day,auspicious month,TU 45,
1,himsu omentum,,,,1,1,,,meat,roof of the temple,,lamentation priest,Ea; Shamash; Marduk,morning,favorable day,auspicious month,TU 45,
1,roasted meat,,,,1,1,,,meat,roof of the temple,,lamentation priest,Ea; Shamash; Marduk,morning,favorable day,auspicious month,TU 45,
1,first quality beer,,,,1,1,,,beer,roof of the temple,,lamentation priest,Ea; Shamash; Marduk,morning,favorable day,auspicious month,TU 45,
1,wine,,,,1,1,,,wine,roof of the temple,,lamentation priest,Ea; Shamash; Marduk,morning,favorable day,auspicious month,TU 45,
1,milk,,,,1,1,,,milk,roof of the temple,,lamentation priest,Ea; Shamash; Marduk,morning,favorable day,auspicious month,TU 45,
4,sheep,,,,1,1,,,livestock,in front of the king's god and goddess,,lamentation priest,the king's god; the king's goddess,day,favorable day,auspicious month,TU 45,
5,sheep,,,,1,1,,,livestock,,,lamentation priest,Anu; Enlil; Ea,morning,favorable day,auspicious month,TU 45,
5,shoulder,,,,1,1,,,meat,,,lamentation priest,Anu; Enlil; Ea,morning,favorable day,auspicious month,TU 45,
5,himsu omentum,,,,1,1,,,meat,,,lamentation priest,Anu; Enlil; Ea,morning,favorable day,auspicious month,TU 45,
5,roasted meat,,,,1,1,,,meat,,,lamentation priest,Anu; Enlil; Ea,morning,favorable day,auspicious month,TU 45,
5,first quality beer,,,,1,1,,,beer,,,lamentation priest,Anu; Enlil; Ea,morning,favorable day,auspicious month,TU 45,
5,wine,,,,1,1,,,wine,,,lamentation priest,Anu; Enlil; Ea,morning,favorable day,auspicious month,TU 45,
5,milk,,,,1,1,,,milk,,,lamentation priest,Anu; Enlil; Ea,morning,favorable day,auspicious month,TU 45,
5,large sheep,,,,1,1,,,livestock,,,lamentation priest,Anu ,morning,favorable day,auspicious month,TU 45,
9,sheep,,,,1,1,,,livestock,,,lamentation priest,god of the city; goddess of the city; lamassu of the city,day,favorable day,auspicious month,TU 45,
9,shoulder,,,,1,1,,,meat,,,lamentation priest,god of the city; goddess of the city; lamassu of the city,day,favorable day,auspicious month,TU 45,
9,himsu omentum,,,,1,1,,,meat,,,lamentation priest,god of the city; goddess of the city; lamassu of the city,day,favorable day,auspicious month,TU 45,
9,roasted meat,,,,1,1,,,meat,,,lamentation priest,god of the city; goddess of the city; lamassu of the city,day,favorable day,auspicious month,TU 45,
9,beer,,,,1,1,,,beer,,,lamentation priest,god of the city; goddess of the city; lamassu of the city,day,favorable day,auspicious month,TU 45,
9,wine,,,,1,1,,,wine,,,lamentation priest,god of the city; goddess of the city; lamassu of the city,day,favorable day,auspicious month,TU 45,
9,milk,,,,1,1,,,milk,,,lamentation priest,god of the city; goddess of the city; lamassu of the city,day,favorable day,auspicious month,TU 45,
10,sheep,,,,1,1,,,livestock,"in the open country, on the bank of the river, a place where no one sets foot",,lamentation priest,Anu; Enlil; Ea,morning,favorable day,auspicious month,TU 45,
10,shoulder,,,,1,1,,,meat,"in the open country, on the bank of the river, a place where no one sets foot",,lamentation priest,Anu; Enlil; Ea,morning,favorable day,auspicious month,TU 45,
10,himsu omentum,,,,1,1,,,meat,"in the open country, on the bank of the river, a place where no one sets foot",,lamentation priest,Anu; Enlil; Ea,morning,favorable day,auspicious month,TU 45,
10,roasted meat,,,,1,1,,,meat,"in the open country, on the bank of the river, a place where no one sets foot",,lamentation priest,Anu; Enlil; Ea,morning,favorable day,auspicious month,TU 45,
10,beer,,,,1,1,,,beer,"in the open country, on the bank of the river, a place where no one sets foot",,lamentation priest,Anu; Enlil; Ea,morning,favorable day,auspicious month,TU 45,
10,wine,,,,1,1,,,wine,"in the open country, on the bank of the river, a place where no one sets foot",,lamentation priest,Anu; Enlil; Ea,morning,favorable day,auspicious month,TU 45,
10,milk,,,,1,1,,,milk,"in the open country, on the bank of the river, a place where no one sets foot",,lamentation priest,Anu; Enlil; Ea,morning,favorable day,auspicious month,TU 45,
10,sheep,,,,1,1,,,livestock,"in the open country, on the bank of the river, a place where no one sets foot",,lamentation priest,god of the open country; goddess of the open country,morning,favorable day,auspicious month,TU 45,
10,shoulder,,,,1,1,,,meat,"in the open country, on the bank of the river, a place where no one sets foot",,lamentation priest,god of the open country; goddess of the open country,morning,favorable day,auspicious month,TU 45,
10,himsu omentum,,,,1,1,,,meat,"in the open country, on the bank of the river, a place where no one sets foot",,lamentation priest,god of the open country; goddess of the open country,morning,favorable day,auspicious month,TU 45,
10,roasted meat,,,,1,1,,,meat,"in the open country, on the bank of the river, a place where no one sets foot",,lamentation priest,god of the open country; goddess of the open country,morning,favorable day,auspicious month,TU 45,
10,beer,,,,1,1,,,beer,"in the open country, on the bank of the river, a place where no one sets foot",,lamentation priest,god of the open country; goddess of the open country,morning,favorable day,auspicious month,TU 45,
10,wine,,,,1,1,,,wine,"in the open country, on the bank of the river, a place where no one sets foot",,lamentation priest,god of the open country; goddess of the open country,morning,favorable day,auspicious month,TU 45,
10,milk,,,,1,1,,,milk,"in the open country, on the bank of the river, a place where no one sets foot",,lamentation priest,god of the open country; goddess of the open country,morning,favorable day,auspicious month,TU 45,
14,sheep,,,,1,1,,,livestock,,,lamentation priest,god of the temple; goddess of the temple; Mashdub; Shamash ,day,favorable day,auspicious month,TU 45,
14,shoulder,,,,1,1,,,meat,,,lamentation priest,god of the temple; goddess of the temple; Mashdub; Shamash ,day,favorable day,auspicious month,TU 45,
14,himsu omentum,,,,1,1,,,meat,,,lamentation priest,god of the temple; goddess of the temple; Mashdub; Shamash ,day,favorable day,auspicious month,TU 45,
14,roasted meat,,,,1,1,,,meat,,,lamentation priest,god of the temple; goddess of the temple; Mashdub; Shamash ,day,favorable day,auspicious month,TU 45,
14,beer,,,,1,1,,,beer,,,lamentation priest,god of the temple; goddess of the temple; Mashdub; Shamash ,day,favorable day,auspicious month,TU 45,
14,wine,,,,1,1,,,wine,,,lamentation priest,god of the temple; goddess of the temple; Mashdub; Shamash ,day,favorable day,auspicious month,TU 45,
14,milk,,,,1,1,,,milk,,,lamentation priest,god of the temple; goddess of the temple; Mashdub; Shamash ,day,favorable day,auspicious month,TU 45,
15,sheep,,,,1,1,,,livestock,roof of the temple,,lamentation priest,Ea; Shamash; Marduk,morning,favorable day,auspicious month,TU 45,
15,shoulder,,,,1,1,,,meat,roof of the temple,,lamentation priest,Ea; Shamash; Marduk,morning,favorable day,auspicious month,TU 45,
15,himsu omentum,,,,1,1,,,meat,roof of the temple,,lamentation priest,Ea; Shamash; Marduk,morning,favorable day,auspicious month,TU 45,
15,roasted meat,,,,1,1,,,meat,roof of the temple,,lamentation priest,Ea; Shamash; Marduk,morning,favorable day,auspicious month,TU 45,
15,beer,,,,1,1,,,beer,roof of the temple,,lamentation priest,Ea; Shamash; Marduk,morning,favorable day,auspicious month,TU 45,
15,wine,,,,1,1,,,wine,roof of the temple,,lamentation priest,Ea; Shamash; Marduk,morning,favorable day,auspicious month,TU 45,
15,milk,,,,1,1,,,milk,roof of the temple,,lamentation priest,Ea; Shamash; Marduk,morning,favorable day,auspicious month,TU 45,
1,sheep,,,,1,1,,,livestock,,,lamentation priest,god of the temple; goddess of the temple; lamassu of the temple,night,favorable day,auspicious month,TU 46,
1,shoulder,,,,1,1,,,meat,,,lamentation priest,god of the temple; goddess of the temple; lamassu of the temple,night,favorable day,auspicious month,TU 46,
1,himsu omentum,,,,1,1,,,meat,,,lamentation priest,god of the temple; goddess of the temple; lamassu of the temple,night,favorable day,auspicious month,TU 46,
1,roasted meat,,,,1,1,,,meat,,,lamentation priest,god of the temple; goddess of the temple; lamassu of the temple,night,favorable day,auspicious month,TU 46,
1,beer,,,,1,1,,,beer,,,lamentation priest,god of the temple; goddess of the temple; lamassu of the temple,night,favorable day,auspicious month,TU 46,
1,wine,,,,1,1,,,wine,,,lamentation priest,god of the temple; goddess of the temple; lamassu of the temple,night,favorable day,auspicious month,TU 46,
1,milk,,,,1,1,,,milk,,,lamentation priest,god of the temple; goddess of the temple; lamassu of the temple,night,favorable day,auspicious month,TU 46,
1,sheep,,,,1,1,,,livestock,,,lamentation priest,Ea; Marduk,night,favorable day,auspicious month,TU 46,
1,beer,,,,1,1,,,beer,,,lamentation priest,Ea; Marduk,night,favorable day,auspicious month,TU 46,
1,wine,,,,1,1,,,wine,,,lamentation priest,Ea; Marduk,night,favorable day,auspicious month,TU 46,
1,milk,,,,1,1,,,milk,,,lamentation priest,Ea; Marduk,night,favorable day,auspicious month,TU 46,
1,sheep ,,,,1,3,,,livestock,roof of the temple,,lamentation priest,Ea; Shamash; Marduk,morning,favorable day,auspicious month,TU 46,
1,sheep,,,,1,1,,,livestock,before the brick in a secluded temple,,lamentation priest,god of the foundation,morning,favorable day,auspicious month,TU 46,
1,beer,,,,1,1,,,beer,before the brick in a secluded temple,,lamentation priest,god of the foundation,morning,favorable day,auspicious month,TU 46,
1,wine,,,,1,1,,,wine,before the brick in a secluded temple,,lamentation priest,god of the foundation,morning,favorable day,auspicious month,TU 46,
1,milk,,,,1,1,,,milk,before the brick in a secluded temple,,lamentation priest,god of the foundation,morning,favorable day,auspicious month,TU 46,
1,serqu offering,,,,1,1,,,assemblage,before the brick in a secluded temple,,lamentation priest,god of the foundation,morning,favorable day,auspicious month,TU 46,"""scatter""; an offering of flour, seeds, aromatics? "
1,honey,,,,1,1,,,honey,before the brick in a secluded temple,,lamentation priest,god of the foundation,morning,favorable day,auspicious month,TU 46,
1,ghee,,,,1,1,,,ghee,before the brick in a secluded temple,,lamentation priest,god of the foundation,morning,favorable day,auspicious month,TU 46,
1,milk,,,,1,1,,,milk,before the brick in a secluded temple,,lamentation priest,god of the foundation,morning,favorable day,auspicious month,TU 46,
1,beer,,,,1,1,,,beer,before the brick in a secluded temple,,lamentation priest,god of the foundation,morning,favorable day,auspicious month,TU 46,
1,wine,,,,1,1,,,wine,before the brick in a secluded temple,,lamentation priest,god of the foundation,morning,favorable day,auspicious month,TU 46,
1,good oil,,,,1,1,,,oil,before the brick in a secluded temple,,lamentation priest,god of the foundation,morning,favorable day,auspicious month,TU 46,
3,muhhuru offering,,,,1,"plural, unspecified",,,assemblage,,,lamentation priest,,day,favorable day,auspicious month,TU 46,
3,serqu offering,,,,1,"plural, unspecified",,,assemblage,,,lamentation priest,,day,favorable day,auspicious month,TU 46,
3,maqqitu libation,,,,1,"plural, unspecified",,,libation,,,lamentation priest,,day,favorable day,auspicious month,TU 46,
5,sheep,,,,1,1,,,livestock,,,lamentation priest,Sin; Marduk; Ninmah; Kulla; Ninshubur,day,favorable day,auspicious month,TU 46,
5,beer,,,,1,1,,,beer,,,lamentation priest,Sin; Marduk; Ninmah; Kulla; Ninshubur,day,favorable day,auspicious month,TU 46,
5,wine,,,,1,1,,,wine,,,lamentation priest,Sin; Marduk; Ninmah; Kulla; Ninshubur,day,favorable day,auspicious month,TU 46,
5,milk,,,,1,1,,,milk,,,lamentation priest,Sin; Marduk; Ninmah; Kulla; Ninshubur,day,favorable day,auspicious month,TU 46,
5,muhhuru offering,,,,1,"plural, unspecified",,,assemblage,,,lamentation priest,,continuously,favorable day,auspicious month,TU 46,
1,sheep,,,,1,"plural, unspecified",,,livestock,,,diviner,god of the temple; goddess of the temple; lamassu of the temple,night,favorable day,auspicious month,Bagh. Mitt. Beih. 2 no 10,
1,shoulder,,,,1,1,,,meat,,,priest,god of the temple; goddess of the temple; lamassu of the temple,night,favorable day,auspicious month,Bagh. Mitt. Beih. 2 no 10,
1,himsu omentum,,,,1,1,,,meat,,,priest,god of the temple; goddess of the temple; lamassu of the temple,night,favorable day,auspicious month,Bagh. Mitt. Beih. 2 no 10,
1,roasted meat,,,,1,1,,,meat,,,priest,god of the temple; goddess of the temple; lamassu of the temple,night,favorable day,auspicious month,Bagh. Mitt. Beih. 2 no 10,
1,first quality beer,,,,1,1,,,beer,,,priest,god of the temple; goddess of the temple; lamassu of the temple,night,favorable day,auspicious month,Bagh. Mitt. Beih. 2 no 10,
1,wine,,,,1,1,,,wine,,,priest,god of the temple; goddess of the temple; lamassu of the temple,night,favorable day,auspicious month,Bagh. Mitt. Beih. 2 no 10,
1,milk,,,,1,1,,,milk,,,priest,god of the temple; goddess of the temple; lamassu of the temple,night,favorable day,auspicious month,Bagh. Mitt. Beih. 2 no 10,
1,sheep,,,,1,1,,,livestock,,,priest,Ea; Marduk,night,favorable day,auspicious month,Bagh. Mitt. Beih. 2 no 10,
1,first quality beer,,,,1,1,,,beer,,,priest,Ea; Marduk,night,favorable day,auspicious month,Bagh. Mitt. Beih. 2 no 10,
1,wine,,,,1,1,,,wine,,,priest,Ea; Marduk,night,favorable day,auspicious month,Bagh. Mitt. Beih. 2 no 10,
1,milk,,,,1,1,,,milk,,,priest,Ea; Marduk,night,favorable day,auspicious month,Bagh. Mitt. Beih. 2 no 10,
1,mirsu confection,,,,1,1,,,confection,,,priest,Ea; Shamash; Marduk,morning,favorable day,auspicious month,Bagh. Mitt. Beih. 2 no 10,"made with honey, ghee, dates, sasqu flour, and pressed oil"
1,first quality beer,adakurru container,,,1,1,,,beer,,,priest,Ea; Shamash; Marduk,morning,favorable day,auspicious month,Bagh. Mitt. Beih. 2 no 10,
1,wine,adakurru container,,,1,1,,,wine,,,priest,Ea; Shamash; Marduk,morning,favorable day,auspicious month,Bagh. Mitt. Beih. 2 no 10,
1,milk,adakurru container,,,1,1,,,milk,,,priest,Ea; Shamash; Marduk,morning,favorable day,auspicious month,Bagh. Mitt. Beih. 2 no 10,
1,sheep,,,,1,3,,,livestock,,,priest,Ea; Shamash; Marduk,morning,favorable day,auspicious month,Bagh. Mitt. Beih. 2 no 10,
1,shoulder,,,,1,1,,,meat,,,priest,Ea; Shamash; Marduk,morning,favorable day,auspicious month,Bagh. Mitt. Beih. 2 no 10,
1,himsu omentum,,,,1,1,,,meat,,,priest,Ea; Shamash; Marduk,morning,favorable day,auspicious month,Bagh. Mitt. Beih. 2 no 10,
1,roasted meat,,,,1,1,,,meat,,,priest,Ea; Shamash; Marduk,morning,favorable day,auspicious month,Bagh. Mitt. Beih. 2 no 10,
1,first quality beer,,,,1,1,,,beer,,,priest,Ea; Shamash; Marduk,morning,favorable day,auspicious month,Bagh. Mitt. Beih. 2 no 10,"presumably the beer, wine and milk contained in the adakurru containers"
1,wine,,,,1,1,,,wine,,,priest,Ea; Shamash; Marduk,morning,favorable day,auspicious month,Bagh. Mitt. Beih. 2 no 10,"presumably the beer, wine and milk contained in the adakurru containers"
1,milk,,,,1,1,,,milk,,,priest,Ea; Shamash; Marduk,morning,favorable day,auspicious month,Bagh. Mitt. Beih. 2 no 10,"presumably the beer, wine and milk contained in the adakurru containers"
1,sheep,,,,1,1,,,livestock,roof of the temple,,diviner,Ea; Marduk,morning,favorable day,auspicious month,BE 13987,
1,emmer bread,,,,1,9,,,bread,roof of the temple,,priest,Ea; Shamash; Marduk,morning,favorable day,auspicious month,BE 13987,
1,date,,,,1,"plural, unspecified",,,date,roof of the temple,,priest,Ea; Shamash; Marduk,morning,favorable day,auspicious month,BE 13987,
1,sasqu flour,,,,1,"plural, unspecified",,,flour,roof of the temple,,priest,Ea; Shamash; Marduk,morning,favorable day,auspicious month,BE 13987,
1,mirsu confection,,,,1,1,,,confection,roof of the temple,,priest,Ea; Shamash; Marduk,morning,favorable day,auspicious month,BE 13987,"made with honey, ghee and pressed oil"
1,first quality beer,adakurru container,,,1,1,,,beer,roof of the temple,,priest,Ea; Shamash; Marduk,morning,favorable day,auspicious month,BE 13987,
1,wine,adakurru container,,,1,1,,,wine,roof of the temple,,priest,Ea; Shamash; Marduk,morning,favorable day,auspicious month,BE 13987,
1,milk,adakurru container,,,1,1,,,milk,roof of the temple,,priest,Ea; Shamash; Marduk,morning,favorable day,auspicious month,BE 13987,
1,sheep,,,,1,2,,,livestock,roof of the temple,,priest,Ea; Shamash; Marduk,morning,favorable day,auspicious month,BE 13987,
1,serqu offering,,,,1,1,,,assemblage,before the brick in a secluded temple,,building master of that temple,,morning,favorable day,auspicious month,BE 13987,
1,honey,,,,1,1,,,honey,before the brick in a secluded temple,,building master of that temple,,morning,favorable day,auspicious month,BE 13987,
1,ghee,,,,1,1,,,ghee,before the brick in a secluded temple,,building master of that temple,,morning,favorable day,auspicious month,BE 13987,
1,milk,,,,1,1,,,milk,before the brick in a secluded temple,,building master of that temple,,morning,favorable day,auspicious month,BE 13987,
1,wine,,,,1,1,,,wine,before the brick in a secluded temple,,building master of that temple,,morning,favorable day,auspicious month,BE 13987,
1,good oil,,,,1,1,,,oil,before the brick in a secluded temple,,building master of that temple,,morning,favorable day,auspicious month,BE 13987,
1,funerary offering,,,,1,"plural, unspecified",,,assemblage,,,priest,the canals that bring no water,,,,BRM 4 6,
1,funerary offering,,,,1,"plural, unspecified",,,assemblage,,,priest,Anunnaki,,,,BRM 4 6,
1,barley beer,shappu,gold,,1,3,,,beer,right offering table,rabu evening,priest,Anu,,365,12,TU 38,
1,labku beer,shappu,gold,,1,4,,,beer,right offering table,rabu evening,priest,Anu,,365,12,TU 38,
1,barley beer,shappu,gold,,1,3,,,beer,left offering table,rabu evening,priest,Anu,,365,12,TU 38,
1,labku beer,shappu,gold,,1,1,,,beer,left offering table,rabu evening,priest,Anu,,365,12,TU 38,
1,nasu beer,shappu,gold,,1,1,,,beer,left offering table,rabu evening,priest,Anu,,365,12,TU 38,
1,zarbabu beer,shappu,gold,,1,1,,,beer,left offering table,rabu evening,priest,Anu,,365,12,TU 38,
1,drawn wine,shappu,gold,,1,4,,,wine,offering table,rabu evening,priest,Anu,,365,12,TU 38,
1,barley beer,shappu,gold,,1,3,,,beer,right offering table,rabu morning,priest,Anu,,365,12,TU 38,
1,labku beer,shappu,gold,,1,4,,,beer,right offering table,rabu morning,priest,Anu,,365,12,TU 38,
1,barley beer,shappu,gold,,1,3,,,beer,left offering table,rabu morning,priest,Anu,,365,12,TU 38,
1,labku beer,shappu,gold,,1,1,,,beer,left offering table,rabu morning,priest,Anu,,365,12,TU 38,
1,nasu beer,shappu,gold,,1,1,,,beer,left offering table,rabu morning,priest,Anu,,365,12,TU 38,
1,zarbabu beer,shappu,gold,,1,1,,,beer,left offering table,rabu morning,priest,Anu,,365,12,TU 38,
1,milk,shappu,alabaster,,1,1,,,milk,left offering table,rabu morning,priest,Anu,,365,12,TU 38,
1,drawn wine,shappu,gold,,1,4,,,wine,offering table,rabu morning,priest,Anu,,365,12,TU 38,
1,barley beer,shappu,gold,,1,3,,,beer,right offering table,tardennu evening,priest,Anu,,365,12,TU 38,
1,labku beer,shappu,gold,,1,4,,,beer,right offering table,tardennu evening,priest,Anu,,365,12,TU 38,
1,barley beer,shappu,gold,,1,3,,,beer,left offering table,tardennu evening,priest,Anu,,365,12,TU 38,
1,labku beer,shappu,gold,,1,1,,,beer,left offering table,tardennu evening,priest,Anu,,365,12,TU 38,
1,nasu beer,shappu,gold,,1,1,,,beer,left offering table,tardennu evening,priest,Anu,,365,12,TU 38,
1,zarbabu beer,shappu,gold,,1,1,,,beer,left offering table,tardennu evening,priest,Anu,,365,12,TU 38,
1,drawn wine,shappu,gold,,1,4,,,wine,offering table,tardennu evening,priest,Anu,,365,12,TU 38,
1,barley beer,shappu,gold,,1,3,,,beer,right offering table,tardennu morning,priest,Anu,,365,12,TU 38,
1,labku beer,shappu,gold,,1,4,,,beer,right offering table,tardennu morning,priest,Anu,,365,12,TU 38,
1,barley beer,shappu,gold,,1,3,,,beer,left offering table,tardennu morning,priest,Anu,,365,12,TU 38,
1,labku beer,shappu,gold,,1,1,,,beer,left offering table,tardennu morning,priest,Anu,,365,12,TU 38,
1,nasu beer,shappu,gold,,1,1,,,beer,left offering table,tardennu morning,priest,Anu,,365,12,TU 38,
1,zarbabu beer,shappu,gold,,1,1,,,beer,left offering table,tardennu morning,priest,Anu,,365,12,TU 38,
1,drawn wine,shappu,gold,,1,4,,,wine,offering table,tardennu morning,priest,Anu,,365,12,TU 38,
1,milk,shappu,alabaster,,1,1,,,milk,left offering table,tardennu morning,priest,Anu,,365,12,TU 38,
2,barley beer,shappu,gold,,1,1,1,litre,beer,cella,not specified,priest,Anu,,365,12,TU 38,
2,labku beer,shappu,gold,,1,1,1,litre,beer,cella,not specified,priest,Anu,,365,12,TU 38,
2,nasu beer,shappu,gold,,1,1,1,litre,beer,cella,not specified,priest,Anu,,365,12,TU 38,
2,drawn wine,shappu,gold,,1,1,1,litre,wine,cella,not specified,priest,Anu,,365,12,TU 38,
2,zarbabu beer,shappu,gold,,1,1,1,litre,beer,cella,not specified,priest,Anu,,365,12,TU 38,
2,Izallu wine,shappu,gold,,1,1,5,akalu,wine,cella,not specified,priest,Anu,,365,12,TU 38,
3,barley beer,shappu,gold,,1,3,,,beer,right offering table,not specified,priest,Antu,,365,12,TU 38,
3,labku beer,shappu,gold,,1,4,,,beer,right offering table,not specified,priest,Antu,,365,12,TU 38,
3,barley beer,shappu,gold,,1,3,,,beer,left offering table,not specified,priest,Antu,,365,12,TU 38,
3,labku beer,shappu,gold,,1,1,,,beer,left offering table,not specified,priest,Antu,,365,12,TU 38,
3,nasu beer,shappu,gold,,1,1,,,beer,left offering table,not specified,priest,Antu,,365,12,TU 38,
3,zarbabu beer,shappu,gold,,1,1,,,beer,left offering table,not specified,priest,Antu,,365,12,TU 38,
3,first quality beer,shappu,gold,,1,12,,,beer,,not specified,priest,Ishtar,,365,12,TU 38,
3,first quality beer,shappu,gold,,1,10,,,beer,,not specified,priest,Nanaya,,365,12,TU 38,
3,first quality beer,shappu,gold,,1,"plural, unspecified",,,beer,,not specified,priest,the other gods residing in Uruk,,365,12,TU 38,"""not included"""
4,travel provisions for the gods,shappu,gold,,1,"plural, unspecified",,,food,,procession of the gods,priest,,,,,TU 38,"""not included"""
5,sibtu loaf,,,,1,30,,,bread,,4 meals,baker,Antu,,365,12,TU 38,
5,sibtu loaf,,,,1,4,,,bread,before tiaras of Anu,4 meals,baker,tiaras of Anu,,365,12,TU 38,
5,sibtu loaf,,,,1,16,,,bread,wings of the cella of Anu,4 meals,baker,wings of the cella of Anu and Antu,,365,12,TU 38,
5,sibtu loaf,,,,1,7,,,bread,,rabu evening,baker,Anu,,365,12,TU 38,made from above flour
5,sibtu loaf,,,,1,8,,,bread,,tardennu morning,baker,Anu,,365,12,TU 38,
5,sibtu loaf,,,,1,7,,,bread,,rabu evening,baker,Anu,,365,12,TU 38,
5,sibtu loaf,,,,1,8,,,flour,,rabu morning,baker,Anu,,365,12,TU 38,
5,barley flour,puru,,,1,1,486,litre,flour,,4 meals,miller,Anu; Antu; the other gods,,365,12,TU 38,quantity given 3 different ways
5,emmer flour,puru,,,1,1,162,litre,flour,,4 meals,miller,Anu; Antu; the other gods,,365,12,TU 38,540 litre total
5,red cake,basket for muttaqu cakes,reed,,1,"plural, unspecified",,,confection,,offerings of the king,,Anu; Antu; the other gods,,,,TU 38,"""not included"""
5,takkasu cake,basket for makutu cakes,reed,,,"plural, unspecified",,,confection,,offerings of the king,,Anu; Antu; the other gods,,,,TU 38,"""not included"""
5,kubbushu cake,,,,,"plural, unspecified",,,confection,,offerings of the king,,Anu; Antu; the other gods,,,,TU 38,"""not included"""
5,kusipu loaves,kalakku container,,,1,1200,,,bread,under the choice dates and Dilmun dates,offerings of the king,,Anu; Antu; the other gods,,,,TU 38,"""not included""; baked in oil (check)"
5,choice dates,,,,,"plural, unspecified",,,fruit,,offerings of the king,,Anu; Antu; the other gods,,,,TU 38,"""not included"""
5,Dilmun dates,,,,,"plural, unspecified",,,fruit,,offerings of the king,,Anu; Antu; the other gods,,,,TU 38,"""not included"""
5,pressed oil,,,,,1,,,oil,,offerings of the king,,Anu; Antu; the other gods,,,,TU 38,"""not included"""
5,mashatu flour,masappu baskets,,,,1,,,flour,,offerings of the king,miller; temple enterer,Anu; Antu; the other gods,,,,TU 38,"""not included"""
5,sibtu loaf,,,,1,12,,,bread,seat of Anu and the household god of the cella of Antu,4 meals,baker,seat of Anu; the household gods of the cella of Anu,,365,12,TU 38,
5,sibtu loaf,,,,1,16,,,bread,ziggurat and household god of ziggurat,4 meals,baker,household gods of the ziggurat,,365,12,TU 38,
5,sibtu loaf,,,,1,30,,,bread,,4 meals,baker,Ishtar,,365,12,TU 38,
5,sibtu loaf,,,,1,30,,,bread,,4 meals,baker,Nanaya,,365,12,TU 38,
5,sibtu loaf,,,,1,75,,,bread,their temples,4 meals,,the other gods residing in Uruk,,,,TU 38,"""not included"""
5,large loaf,,,,1,"plural, unspecified",,,bread,,brazier ceremony,,,,,,TU 38,"""not included"""
5,date cake,,,,1,"plural, unspecified",,,confection,,brazier ceremony,,,,,,TU 38,"""not included"""
5,large loaf,,,,1,"plural, unspecified",,,bread,,clothing ceremony,,,,,,TU 38,"""not included"""
5,date cake,,,,1,"plural, unspecified",,,confection,,clothing ceremony,,,,,,TU 38,"""not included"""
5,large loaf,,,,1,"plural, unspecified",,,bread,,esheshu ceremony,,,,,,TU 38,"""not included"""
5,date cake,,,,1,"plural, unspecified",,,confection,,esheshu ceremony,,,,,,TU 38,"""not included"""
5,large loaf,,,,1,"plural, unspecified",,,bread,,guqqu offering,,,,,,TU 38,"""not included"""
5,date cake,,,,1,"plural, unspecified",,,confection,,guqqu offering,,,,,,TU 38,"""not included"""
5,large loaf,,,,1,"plural, unspecified",,,bread,,holy water basin ceremony,,,,,,TU 38,"""not included"""
5,date cake,,,,1,"plural, unspecified",,,confection,,holy water basin ceremony,,,,,,TU 38,"""not included"""
5,large loaf,,,,1,"plural, unspecified",,,bread,,night vigil ceremony,,,,,,TU 38,"""not included"""
5,date cake,,,,1,"plural, unspecified",,,confection,,night vigil ceremony,,,,,,TU 38,"""not included"""
5,large loaf,,,,1,"plural, unspecified",,,bread,,offering of the karibus,,,,,,TU 38,"""not included"""
5,date cake,,,,1,"plural, unspecified",,,confection,,offerings of the karibus,,,,,,TU 38,"""not included"""
5,large loaf,,,,1,"plural, unspecified",,,bread,,opening of the gate ceremony,,,,,,TU 38,"""not included"""
5,date cake,,,,1,"plural, unspecified",,,confection,,opening of the gate ceremony,,,,,,TU 38,"""not included"""
5,large loaf,,,,1,"plural, unspecified",,,bread,,procession of the gods,,,,,,TU 38,"""not included;"" for the travel provisions of the gods"
5,date cake,,,,1,"plural, unspecified",,,confection,,procession of the gods,,,,,,TU 38,"""not included;"" for the travel provisions of the gods"
5,large loaf,,,,1,"plural, unspecified",,,bread,,rites of divine marriage,,,,,,TU 38,"""not included"""
5,date cake,,,,1,"plural, unspecified",,,confection,,rites of divine marriage,,,,,,TU 38,"""not included"""
6,choice dates,,,,1,"plural, unspecified",648,litre,fruit,,4 meals,priest,Anu; Antu; the other gods,,365,12,TU 38,quantity may not be distributive
6,Dilmun dates,,,,1,"plural, unspecified",648,litre ,fruit,,4 meals,priest,Anu; Antu; the other gods,,365,12,TU 38,
6,figs,,,,1,"plural, unspecified",648,litre,fruit,,4 meals,priest,Anu; Antu; the other gods,,365,12,TU 38,
6,raisins,,,,1,"plural, unspecified",648,litre,fruit,,4 meals,priest,Anu; Antu; the other gods,,365,12,TU 38,
6,hissasatu cakes,,,,1,"plural, unspecified",,,confection,,4 meals,priest,Anu; Antu; the other gods,,365,12,TU 38,
7,first-quality sheep,,,,1,7,,,livestock,,rabu morning,butcher,Anu; Antu; the other gods,,365,12,TU 38,fed barley for 2 years
7,kalu sheep,,,,1,1,,,livestock,,rabu morning,butcher,Anu; Antu; the other gods,,365,12,TU 38,fattened with milk
7,full-grown ox,,,,1,1,,,livestock,,rabu morning,butcher,Anu; Antu; the other gods,,365,12,TU 38,
